Symbol,UUID,PublishTime,Title,Description,AssetTags,SearchTags
GOOG,c5072813-ee28-4042-ba5c-f2435a501075,2021-10-10T11:50:28.000Z,How will Google spend $1bn investment in Africa?,Google’s $1bn pledge is the biggest investment by the US tech company in Africa. But how will it be allocating the funds?,,
GOOG,a049ceae-04ef-44a4-a85a-cf121b60f2f6,2021-09-15T08:33:57.000Z,Huawei Ditches Google- The Cool New Android Alternative Is Almost Here,Huawei Ditches Google: The Cool New Android Alternative Is Almost Here Forbes,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,23e2791c-4ec7-421f-9d77-5fb05241054a,2021-09-16T03:53:01.000Z,Google agrees to change global advertising practices after France fine,Google agrees to change global advertising practices as France imposes unprecedented $268 million fine CNBC,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,3580b39f-cc34-4cfd-9ffc-ca8193793bb0,2021-09-17T14:07:00.000Z,Russia’s parliamentary election begins,"Google and Apple remove a tactical voting app from their online stores on the first day. Voting will last three days. Also: the Austrian government is taken to court over its handling of a covid outbreak at a ski resort, and the secrets behind the best ocean photograph of the year.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,108b9c52-16ec-4be5-810b-428cab52a67c,2021-09-17T21:55:00.000Z,US tech giants remove opposition app in Russia,"Google and Apple have removed a tactical voting app from their online stores in Russia on the first day of parliamentary elections. Also in the programme: life under the Taliban in northern Afghanistan; and UN issues blunt warning about climate change. (Picture: The Russian opposition politician Alexei Navalny's Smart Voting app is seen on a phone, in Moscow. Credit: Reuters)",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,eaaff693-416b-4eab-b0d1-08e9ac717969,2021-09-21T19:02:22.000Z,Guinness to open brewery in Chicago's Fulton Market: report,"The centuries-old Irish brewer Guinness, a unit of Diageo , is set to open a brewery in the Fulton Market district west of Chicago's Loop business district, Crain's Chicago Business reported, citing a developer operating in the fast-evolving area. Formerly home mainly to meatpacking plants, the district has in recent decades been largely overtaken by destination restaurants, boutique hotels, residential conversions and in-fill developments, and most recently corporate flagship office locations, such as those of McDonald's and Google . The brewery and beerhall would likely utilize a disused Pennsylvania Railroad Terminal structure, Crain's reported. According to a Guinness fact sheet, the brewer operates five breweries in five countries around the world while Guinness ""is brewed in 49 countries around the world,"" including licensed locations. A Baltimore brewery that opened in 2017 makes Guinness beers other than the trademark Guinness Extra Stout. Crain's reported that details of the Chicago site were unknown and that a Guinness representative declined to comment.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,5775f438-2943-4933-b08c-6a58b3ee9210,2021-09-22T02:36:13.000Z,How does Google make money&quest;,How Google's $150 billion advertising business works CNBC,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,fe484e4c-4833-4334-9948-83ff9f4d108a,2021-09-22T10:43:43.000Z,Why Facebook went nuclear on Australia's new media regulationand Google conceded,Why Google conceded to Australias new media regulationand Facebook went nuclear Fortune,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,2f155369-8e61-457c-8584-f496e3624857,2021-09-22T13:03:23.000Z,Google Earnings Smash Sales Records as Digital Ad Market Booms,Google Earnings Smash Sales Records as Digital Ad Market Booms The Wall Street Journal,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,3c8f3b11-8773-48c0-826a-dd68ee8dcafb,2021-09-22T13:08:19.000Z,Google threatens to withdraw search engine from Australia,Google threatens to withdraw search engine from Australia BBC News,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,b95c5cc4-f791-4b57-bed2-ab6232872db2,2021-09-22T15:17:35.000Z,"How Covid-19 Supercharged the Advertising Triopoly of Google, Facebook and Amazon","How Covid-19 Supercharged the Advertising Triopoly of Google, Facebook and Amazon The Wall Street Journal",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,bbb0dbac-368f-46a6-98a5-d2a4853a9388,2021-09-23T08:11:08.000Z,"Google, Facebook, other online ad giants will see blowout Q4","Google, Facebook and other online advertising giants will see blowout Q4, analysts predict CNBC",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,eb7e86b2-e535-49a6-bac5-12f7003e78e6,2021-09-23T22:37:53.000Z,"Facebook, Google and Snap stocks rocket to records as online ad market heats up","Facebook, Google and Snap stocks rocket to records as online ad market heats up MarketWatch",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,a819e844-08e4-4f84-96e1-406acbe91a34,2021-09-24T19:32:22.000Z,EU opens antitrust probe into Google's advertising unit,EU opens antitrust probe into Google's advertising unit CNBC,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,91a8e2ca-dfea-4d85-a29e-8144c409084d,2021-09-25T01:48:37.000Z,Mortgage Demand Rebounds After Labor Day Lull As More Homes Enter Market,"Mortgage Demand Rebounds After Labor Day Lull As More Homes Enter Market International Business Times Types of Home Loans - Find the Best Mortgage for You - 2021 The Mortgage Reports Mortgage applications show resurgence not seen since April Yahoo Finance Mortgage loan process: How long does it take to get a mortgage? Bankrate.com Mortgage Rates Are On The Rise Today - September 22, 2021 Money View Full Coverage on Google",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,6b1831ff-c3f7-4a83-b797-a2bdea9ac4b1,2021-09-25T02:26:55.000Z,Google Reveals 2 New Zero Day Flaws Fixed In Chrome 93,Google Reveals 2 New Zero Day Flaws Fixed In Chrome 93 Forbes,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,42d4f325-872d-4765-b732-474656bdf238,2021-09-25T03:09:24.000Z,"As Google, Microsoft and Amazon Seek Bigger Defense Role, Some Are Leery","As Google, Microsoft and Amazon Seek Bigger Defense Role, Some Are Leery The Wall Street Journal",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,43776f4c-e101-4b30-b918-17c32e3a515e,2021-09-27T20:31:43.000Z,Daily Mail publisher accuses Google of manipulating search results and rigging online ad auctions,Daily Mail publisher accuses Google of manipulating search results and rigging online ad auctions MarketWatch,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,499eab0c-b3cc-42a3-8ec1-ad4f8078feaa,2021-09-28T07:36:05.000Z,Australia’s antitrust body calls for laws to break Google’s ad dominance,"News, analysis and comment from the Financial Times, the worldʼs leading global business publication",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,1fbb4fee-235f-451b-ab09-ffef339d4c3f,2021-09-28T13:33:00.000Z,Google's Faces Pushback in Australia Over Online Ad Fees,Competition watchdog says tech giant has too much influence in online advertising services and new regulations are needed to level the playing field.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,684dafca-9093-4c30-a771-08ffd755cd84,2021-09-28T15:23:07.000Z,Google Finds 5 New High Security Threats In Chrome,Google Finds 5 New High Security Threats In Chrome Forbes,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,f018988d-9c00-4c63-81ef-50432f14d063,2021-09-28T17:59:46.000Z,"Google's first store- A look inside where it will sell Pixels, Chromebooks",Take a look inside Google's first retail store ahead of its opening CNBC,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,d944cbc8-ae36-41c9-9149-5a62aa19ed4b,2021-09-28T18:32:23.000Z,"Google Announces A Hybrid Return-To-Work Plan, Including Both Remote And In-Office Options","Google Announces A Hybrid Return-To-Work Plan, Including Both Remote And In-Office Options Forbes",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,c13d5e69-3b9c-4cf2-84a0-dfcfd817b951,2021-10-02T06:11:24.000Z,Factbox- Australian regulator aims to rein in Google's advertising power,Factbox: Australian regulator aims to rein in Google's advertising power Reuters,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,cb1d6178-f347-4bd8-96a8-3e027d3bd560,2021-10-03T18:49:26.000Z,"Facebook, Google, Pinterest to lead growth in online ads in 2021","Facebook, Google and Pinterest are 'top picks' to lead 20% growth in online advertising in 2021, Morgan Stanley analysts say CNBC",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,c4d0229e-3d0e-419f-99a0-faec83880c5f,2021-10-04T08:17:25.000Z,Judge Dismisses New Mexico Lawsuit Against Google Over Childrens Data Privacy,Judge Dismisses New Mexico Lawsuit Against Google Over Childrens Data Privacy The Wall Street Journal,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,93da29be-b644-48b3-840b-2b07009f53ca,2021-10-05T13:53:10.000Z,"Googles Waymo, GMs Cruise clear one hurdle to launch robotaxis in California","Google's Waymo, GM's Cruise clear one hurdle to launch robotaxis in California MarketWatch",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,efe9e02c-b6ff-4df7-8855-8dd9509ba78b,2021-10-05T13:49:13.000Z,"Google Confirms 11th Chrome Zero-Day Attack, Releases Urgent Fix","Google Confirms 11th Chrome Zero-Day Attack, Releases Urgent Fix Forbes",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,d6309f18-73d5-40ed-8628-8fdac6cddbab,2021-10-07T14:03:28.000Z,"Microsoft, Alphabet stocks rise back above 50-day moving averages","Shares of Microsoft Corp. rose 0.7% and Alphabet Inc.'s stock climbed 1.4% in morning trading Thursday, making then the first of the mega-capitalization technology companies to trade back above their respective 50-day moving averages (DMA). Microsoft's and Alphabet's stocks both first closed below their respective 50-DMAs, which many on Wall Street use as a guide to the short-term trend, on Sept. 28, which was Microsoft's first close below that key technical level since June 3 and Alphabet's first close below it since Jan. 15. Microsoft's 50-DMA currently extends to $294.56 and Alphabet's comes in at $2,784.92, according to FactSet. Meanwhile, Apple Inc. stock is 2.5% below its 50-DMA, Amazon.com Inc.'s stock is 1.5% below its 50-DMA and Facebook Inc.'s stock is 6.7% below its 50-DMA. The tech-heavy Nasdaq 100 , the S&P 500 and the Dow Jones Industrial Average are also still below their 50-DMAs. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. ",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,c53b469a-6532-4a7c-849b-813da96fea9e,2021-10-08T14:50:50.000Z,U.S. DOJ preparing to sue Google over digital ads business -Bloomberg News,U.S. DOJ preparing to sue Google over digital ads business -Bloomberg News Reuters,,
GOOG,ea4adddf-e236-45c1-8cdd-76d9787f1e96,2021-10-10T18:22:05.000Z,Google Estimated To Be Paying $15 Billion To Remain Default Search Engine On Safari,Google Estimated To Be Paying $15 Billion To Remain Default Search Engine On Safari Forbes,,
GOOG,76923fc3-6724-405c-9937-2f103fc0c5ed,2021-09-27T09:30:00.000Z,Google Pushes to Overturn EU’s $5 Billion Antitrust Decision on Android,Alphabet’s Google argued that its Android operating system for mobile devices has boosted competition rather than stifled it.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,9d38f02b-8181-4032-aa7e-d5497c2626b1,2021-09-29T17:30:00.000Z,"Google, Battling Amazon, Tries an E-Commerce Makeover to Win Back Advertisers",The internet giant is giving its product search pages a makeover after two decades of shifting strategies have left it playing catch-up for online retail ad dollars.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,5409a452-985a-4116-8106-b37c6f30b29d,2021-10-06T08:52:56.000Z,Google: New feature to help a billion people make sustainable choices,"Matt Brittin, president of EMEA Business and Operations at Google, discusses the company's recent announcement of implementing sustainable features across its products and what is hoped to be achieved by this.",,
GOOG,2c4ecdaf-b4ee-464b-b351-9cbbe0ac23d0,2021-10-04T00:00:00.000Z,"Exclusive: Government Secretly Orders Google To Identify Anyone Who Searched A Sexual Assault Victim’s Name, Address And Telephone Number","In 2019, federal investigators in Wisconsin were hunting men they believed had participated in the trafficking and sexual abuse of a minor.",,
GOOG,a9ccb128-9e37-4ebd-948b-abbccd6dd0c4,2021-09-28T09:30:00.000Z,Big Tech Companies Amass Property Holdings During Covid-19 Pandemic,Google’s announcement last week that it would purchase a Manhattan office building for $2.1 billion is the latest in a string of blockbuster corporate real-estate deals since the start of the pandemic.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,30a6bf89-e4c0-4854-9c3a-551560bcb658,2021-09-28T13:33:00.000Z,Google Faces Possible Regulatory Action in Australia Over Online Ad Fees,Competition watchdog says tech giant has too much influence in online advertising services and new regulations are needed to level the playing field.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,6a80897c-c5f6-420e-9a55-76f4c1a2ec32,2021-09-21T12:00:00.000Z,WSJ News Exclusive | Google to Buy New York City Office Building for $2.1 Billion,The purchase in Manhattan is the priciest in the U.S. since the pandemic began.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,3f9cdbff-3936-4b5c-bc89-2b15dfcad920,2021-09-29T09:31:00.000Z,Bond-Yield Surge Challenges Investor Confidence in Big Tech Companies,The recent climb in Treasury yields is testing investors’ faith in popular stocks such as Microsoft and Google parent Alphabet.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,3e005424-d426-4ae6-8cfa-4dd1d0f1bdd7,2021-09-29T00:00:00.000Z,Exciting Google Pixel 6 Will Be Surprisingly Cheap,Google's Pixel 6 is cheaper than you think.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,27e994e5-92ad-44fa-bb10-f0b511e5157d,2021-10-01T00:00:00.000Z,Google Kills The Google Plex: It Could Have Been A Digital Checking Account Killer App,"Despite strong interest among consumers, and the desire among a number of banks and credit unions to up their digital banking games, Google announced that it is scuttling its plans to launch the Google Plex checking account.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,d7096a91-2121-495d-b584-eb774a0f8d70,2021-10-01T13:57:15.000Z,Apple's iPhone privacy changes signal desire to enter advertising -RBC,"Apple's recent privacy changes for iPhones are signs it may look to tap into an internet advertising market dominated by Facebook and Google, an analyst at RBC Capital Markets said.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,7ad26eaa-374e-4d6f-b499-5c7ed1414672,2021-10-03T00:00:00.000Z,Google Confirms A Powerful Security Rewind For 2 Billion Users,Google has confirmed a truly important and powerful security move for 2 billion users... by going backwards.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,37279443-53d5-4d96-8885-456e8dd56939,2021-10-09T00:00:00.000Z,Google Confirms Powerful Password Shield Heading For 150 Million ‘Chosen Ones’,Google has confirmed 150 million accounts are to be automatically opted-in for additional password security measures. What will this mean for you?,,
GOOG,f6112256-aaaa-4db9-99a5-ddb57a9041e1,2021-09-15T20:10:00.000Z,"Emojis Get a Refresh, New Additions Amid Growing Use for Work","Big tech companies including Google, Microsoft and Facebook have been updating their existing emojis, adding new visual polish, animation, flexibility and sounds such as the bleat of a goat.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,a4519181-5993-4a9e-a341-934b10717464,2021-09-17T18:22:06.000Z,Putin's foes accuse Google and Apple of caving to Kremlin pressure,Russian opposition activists accused Alphabet's Google and Apple of caving to Kremlin pressure on Friday after the U.S. tech giants removed an anti-government tactical voting app from their stores on the first day of a parliamentary election.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,692fb5eb-ca12-455f-97b5-8f950c085690,2021-09-23T14:37:55.000Z,EXCLUSIVE Google offers to settle EU antitrust probe into adtech - source,"Alphabet unit Google is seeking to settle an EU antitrust investigation into its digital advertising business, a person familiar with the matter said, a move that could help it stave off a disruptive, lengthy probe and a possible hefty fine.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,2bc9cf01-5ce2-4bab-b0af-b64d20056e8d,2021-09-30T11:07:00.000Z,"Facebook, Alphabet and Twitter are among the worst internet stocks for investors right now. These are the best, says Citi.","Internet stocks will remain ""one of the more attractive options in global portfolio allocation,"" says Citigroup. Here are its picks.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,ba057892-171e-4fc2-8221-82cab0edcc4e,2021-09-21T00:00:00.000Z,Google To Buy Manhattan Office Building For Over $2 Billion,"Google plans to purchase an office building in Manhattan for $2.1 billion, the company said Monday, marking the most expensive purchase of a single office building in the country since the pandemic, and reflective of the tech giant’s bigger plan to expand its office space and bring employees back...",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,75717de4-ac46-4178-a886-ee103fb12694,2021-09-24T14:15:00.000Z,Microsoft and Roku are in talks to lease office space in New York City,"Tech companies like Microsoft, Google, and Roku want to grow its workforce by investing in New York City real estate.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,fc96b80f-14c5-4c7e-aa63-78670183738f,2021-09-21T20:18:00.000Z,CIOs Team Up With Other Executives to Counter Cyber Threats,"Government regulations and mounting attacks are forcing collaboration between senior staff, according to one of Google’s most senior security specialists.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,34893516-bb7f-4acb-933a-e78bdc124dfb,2021-09-25T00:00:00.000Z,"Google Suddenly Offers Discounts On Pixel 6, Nest & Pixel Buds In Surprise Sale Event",Google has discounted the Pixel 6 before launch.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,0cfac8cb-4c24-4adb-8682-0794ebe7326f,2021-09-27T00:00:00.000Z,"Google Launches Surprise One-Day Sale, Major Discounts On Pixel 5, Pixel Buds, Nest & Laptops","Google has slashed places on its phones, laptops and Nest cameras for one day only.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,4e6f7590-a84b-4990-b0f4-4a4d47e5a410,2021-10-01T16:00:00.000Z,WSJ News Exclusive | Google Is Scrapping Its Plan to Offer Bank Accounts to Users,The tech giant had joined with Citigroup and other banks on “Plex” accounts that would sync with Google Pay.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,1e36c5a2-569e-4488-9b6b-4af1ab9e5716,2021-09-23T15:00:00.000Z,"Techs and the City: Where Google, Amazon and Others Are Expanding Their NYC Footprint",Google’s plans to buy the St. John Terminal for $2.1 billion underscore a real estate trend that has been well under way for years—the tech industry’s takeover of Manhattan office space.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,d527d119-0ad0-4735-ac89-8003c0d34f05,2021-09-20T16:59:00.000Z,Big Tech Stocks Are Tumbling in the Market Swoon,"Apple, Microsoft, Facebook, Alphabet, and Amazon shares are sliding into the red, more so than the S&P 500.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,13892bd5-1b9b-4b3a-9684-335f5ea128f3,2021-09-27T19:09:10.000Z,"Fed Circ. moves West Texas Google, Sonos patent dispute to Calif.",A federal appeals court on Monday moved Google LLC and Sonos Inc's West Texas patent case in their global dispute over multi-room audio technology to California federal court.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,15dd1cd4-7388-483d-b2d2-a1a41988b7f7,2021-10-09T21:18:00.000Z,Big Tech’s Stocks Have Bounced Back. But They’re Not Out of The Woods.,"Facebook, Apple, Amazon, Alphabet and Microsoft all face challenges after a bumpy week. How higher interest rates could hurt the group.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,c5c0dbc8-7f7c-41ab-917e-44d0a8dd2623,2021-10-05T04:01:00.000Z,Google’s $5 Billion Android Battle Could End Its Dominance,An appeals trial in the case between Google and the European Commission just ended. The verdict could have a far-reaching impact.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,6b1df52d-7482-4a44-b644-7f2df96c951c,2021-09-23T00:00:00.000Z,Black Google Product Manager Stopped By Security Because They Didn’t Believe He Was An Employee,"In a tweet shared earlier this week, a Black associate product manager at Google said he was detained by company security because they didn’t believe he was an employee at the company.",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,18986a97-f9de-414a-993b-08fdfdb4d9d3,2021-09-24T00:00:00.000Z,"Android Circuit: Surface Duo 2 Launched, Nokia G50 Released, Google’s Foldable Pixel","This week’s Android headlines; Microsoft’s new Surface Duo 2, comparing the Duo to the Galaxy Z Fold 3, Google’s foldable Pixel, the Nokia G50 launch, Oppo and OnePlus drawing closer, and the EU’s USB-C charger charge, and more...",Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,d7ecd110-a896-4f81-8023-13767789ba4c,2021-10-05T04:01:00.000Z,Google Has Brushed Off Scrutiny f. This $5 Billion Battle Over Android Is Different.,An appeals trial in the case between Google and the European Commission just ended. The verdict could have a far-reaching impact.,Alphabet Inc-GOOG NASDAQ-GOOG US,GOOG
GOOG,30b0df62-fd9f-48f7-9789-a542f0ff2535,2021-10-08T00:00:00.000Z,Ozy Media CEO Said Google Wanted To Invest $25 Million Into The Company,"In an interview with The Breakfast Club earlier this week, Ozy Media CEO Carlos Watson said Google wanted to invest $25 million into the embattled media outlet, months after an Ozy executive impersonated a YouTube executive.",,
MO,5d13cd7e-d3db-414c-9335-f33c5d1a29e2,2021-09-15T19:17:21.000Z,Mass. top court upholds $21 mln verdict against Philip Morris USA,Massachusetts' top court on Wednesday ruled that the 1990s settlement between states and major tobacco companies did not bar the wife of a deceased smoker from recovering $10 million in punitive damages from Altria Group's Philip Morris USA Inc unit.,Altria Group-MO SWX-MO CH-MO NYSE-MO US,MO
MO,0af00ed2-3d96-4291-986f-7df27bd6e782,2021-09-30T01:42:00.000Z,U.S. Trade Body Rules Against Import of IQOS Tobacco Devices,"Altria and Philip Morris International must halt imports and sales of their IQOS heated tobacco device, the U.S. International Trade Commission ruled in a patent case brought by rival R.J. Reynolds Tobacco.",Altria Group-MO SWX-MO CH-MO NYSE-MO US,MO
MO,a7087702-8739-4541-8e0a-98cd1b78e8f7,2021-10-04T23:38:10.000Z,Altria said cigarette industry shipments flattened in 2020,Marlboro maker Altria said cigarette industry shipments flattened in 2020 after years of declines CNBC,Altria Group-MO SWX-MO CH-MO NYSE-MO US,MO
MO,0762f64e-58a0-4530-ba50-e3eb5f29206e,2021-10-01T00:00:00.000Z,"Amidst FDA Crackdown On Vaping, How Is Altria Stock Performing?","Despite belonging to a largely stable defensive tobacco industry, Altria stock (NYSE: MO) dropped 3% in the last one month and currently trades close to $49 per share. The recent decline was driven by the FDA increasingly asking e-cigarette manufacturers to justify their existence...",Altria Group-MO SWX-MO CH-MO NYSE-MO US,MO
MO,8f44fac0-a5ed-41c2-a5ef-acea1f515e50,2021-10-13T00:00:00.000Z,Will Philip Morris Continue To Outperform Its Rivals?,"The shares of Philip Morris (NYSE: PM) currently trade at $95 per share which is more than 14% above its pre-Covid level. On the other hand, shares of Altria (NYSE: MO) are trading at $48 per share, which is almost at the pre-Covid level. Does that mean MO is a better stock pick compared to PM?...",Altria Group-MO SWX-MO CH-MO NYSE-MO US,MO
MO,d154048e-0e5e-4961-bdb5-f0e16b236625,2021-10-12T04:41:27.000Z,"2021-2026 Metal Oxide (MO)-TFT Backplanes Market: emerging market trends, Company Market Share, Mergers & Acquisitions, Expansion Plans and Analysis by Forecast to 2026","Oct 12, 2021 (The Expresswire) -- Global “Metal Oxide (MO)-TFT Backplanes Market” 2021 research report represents a detailed overview of the current market...",Altria Group-MO SWX-MO CH-MO NYSE-MO US,MO
AMZN,ce43d770-fde6-484a-97d8-13d9d6a3b547,2021-09-29T19:19:49.000Z,"Amazon offers bonuses to attract 20,000 temporary staff","The retail giant will pay sign-on fees to temporary staff as it recruits 20,000 seasonal workers.",,
AMZN,4b7fb465-ba9c-4cef-bad7-4a0b5afc3996,2021-10-07T06:49:39.000Z,Amazon's Twitch hit by data breach due to configuration error,"Amazon.com Inc's live streaming e-sports platform Twitch on Wednesday blamed ""an error"" in server configuration change for a data breach and said it was still assessing the impact.",Amazon Inc-AMZN NASDAQ-AMZN US,AMZN
AMZN,85994500-3037-49b0-89c0-9fa7a8987140,2021-09-30T21:38:05.000Z,Macy's tries to stop Amazon using famous New York billboard,New York's famous department store claims Amazon plans to advertise directly outside its flagship site.,,
AMZN,37f1251d-3df5-4796-9dd0-a06133221e6c,2021-09-28T19:34:38.836Z,Become an FT subscriber to read: Amazon debuts Astro home robot,"News, analysis and comment from the Financial Times, the worldʼs leading global business publication",,
AMZN,21d4d549-a375-47a6-ae66-d7a359751d17,2021-10-08T15:56:13.000Z,Why DataTrek's Nick Colas says the outlook for tech remains bright,"DataTrek co-founder Nick Colas joins 'Tech Check' to discuss why he says Facebook, Amazon, Apple, Microsoft and Google could beat street estimates despite the cutback from analysts.",,
AMZN,33985af3-16be-4859-919d-e7a3ab662582,2021-09-28T22:45:36.000Z,Sony gaming division taps Amazon lawyer as GC,"Stephanie Burns, who returned to Amazon.com Inc's legal department last year after a brief stint at StubHub Inc, is on the move again, this time to Sony Interactive Entertainment Inc as senior vice president and general counsel.",Amazon Inc-AMZN NASDAQ-AMZN US,AMZN
AMZN,2ae2bcc6-faf1-413d-a446-0a016df7dff2,2021-09-17T11:15:09.000Z,EXCLUSIVE Teamsters organizing workers' unions at 9 Amazon.com facilities in Canada,"The Teamsters workers' union has launched campaigns to organize employees in at least nine Canadian facilities of U.S. e-commerce company Amazon.com , according to Reuters interviews with union officials.",Amazon Inc-AMZN NASDAQ-AMZN US,AMZN
AMZN,fad58a1d-1aef-4155-99cd-a945ac52e65e,2021-09-21T16:17:15.000Z,"Amazon, Chobani and UPS vow to hire Afghan refugees",33 companies are looking to hire Afghan refugees in the U.S. and pay for training and education.,,
AMZN,ce85a826-5017-4d00-878e-d07da2a0e443,2021-10-07T08:31:12.000Z,Amazon brought EV delivery van startup Rivian auto world stardom—and can take it away,"The company is driven by the business Amazon is providing. Without it, say people familiar with the company's financials, there would be no hope of the $80 billion valuation Rivian is aiming for in its upcoming IPO.",,
AMZN,301ecf51-a24c-47bd-817c-8c09f7b6d431,2021-10-01T00:00:00.000Z,"Amazon Finally Strikes Gold With ‘New World,’ So What Now?","Given that Amazon is one of the largest companies in the history of civilization, it’s hard to view them as anything approaching an underdog in any industry, and yet that’s sort of been their case with their gaming ambitions. Then came New World.",,
AMZN,cdafed70-ac4d-40cc-976e-f932008930df,2021-10-05T23:03:03.000Z,Amazon opens first UK non-food store,Amazon 4-star near Dartford will sell a range of products which are bestsellers on its website.,,
AMZN,059af1ce-2b3b-49d9-8bb4-498dba6fd0cc,2021-10-12T15:02:03.000Z,Wales rugby: Amazon and S4C agree deal over match highlights,"Fans will only be able to watch live coverage on Amazon Prime, with highlights on S4C.",,
AMZN,d32b140a-77f2-484c-a695-dc53afb9e5bb,2021-10-13T11:00:00.000Z,"Amazon copied products and rigged search results, documents show",A trove of Amazon documents reveals how the company ran a campaign in India of creating knockoff goods and manipulating search results to boost its own products.,,
AMZN,f61b845e-8577-4ce1-aca7-f33c705ad391,2021-09-28T17:13:35.000Z,Amazon announces Astro the home robot,"Astro can patrol the home when you're not there, or be remotely controlled.",,
AMZN,7718a332-42a1-40d6-8a57-a69303cd2739,2021-10-14T12:01:59.000Z,Neighbour wins privacy row over smart doorbell and cameras,The Amazon devices were found to invade privacy and break data laws in a landmark UK case.,,
AMZN,01898457-67ec-493e-9a3d-eecf329510cb,2021-09-29T11:25:16.000Z,Amazon's algorithms taken to task in landmark bill,Warehouse workers can no longer be sacked for time off task if they have good reason to take breaks.,,
AMZN,7f9be8d0-3114-4817-bc72-937c4b45ef78,2021-09-21T02:12:39.000Z,"Jeff Bezos pledges $1 bln to biodiversity, conservation efforts",Amazon founder Jeff Bezos pledged on Monday to give away $1 billion in grants this year to focus on efforts around conservation.,,
AMZN,2751a82b-c32f-432c-8d19-a0cf72295361,2021-10-04T23:30:00.000Z,Amazon and Target get an early jump on Black Friday deals,The holiday season kickoff is getting even earlier this year as retailers worry about supply chain issues and staffing shortages.,,
